eco	name	fen	moves	name.unique	moves_commas
C40	Latvian Gambit Accepted	rnbqkbnr/pppp2pp/8/4pP2/8/5N2/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 e4f5	Latvian Gambit Accepted	e2e4,e7e5,g1f3,f7f5,e4f5
C40	Latvian Gambit Accepted: Bilguer Variation	rnb1kbnr/ppp3pp/3p1q2/5p2/2NPP3/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4	Latvian Gambit Accepted: Bilguer Variation	e2e4,e7e5,g1f3,f7f5,f3e5,d8f6,d2d4,d7d6,e5c4
C40	Latvian Gambit Accepted: Bronstein Attack	rnb1kbnr/ppp3pp/3p1q2/8/2NPp3/8/PPP1BPPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4 f5e4 f1e2	Latvian Gambit Accepted: Bronstein Attack	e2e4,e7e5,g1f3,f7f5,f3e5,d8f6,d2d4,d7d6,e5c4,f5e4,f1e2
C40	Latvian Gambit Accepted: Bronstein Gambit	rnb1kbnr/ppp4p/3p1qp1/8/2NPp3/8/PPP1QPPP/RNB1KB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4 f5e4 d1h5 g7g6 h5e2	Latvian Gambit Accepted: Bronstein Gambit	e2e4,e7e5,g1f3,f7f5,f3e5,d8f6,d2d4,d7d6,e5c4,f5e4,d1h5,g7g6,h5e2
C40	Latvian Gambit Accepted: Foltys Variation	rnb1kbnr/pppp2pp/5q2/8/2N1p3/3P4/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 e5c4 f5e4 d2d3	Latvian Gambit Accepted: Foltys Variation	e2e4,e7e5,g1f3,f7f5,f3e5,d8f6,e5c4,f5e4,d2d3
C40	Latvian Gambit Accepted: Foltys-Leonhardt Variation	rnb1kbnr/pppp2pp/5q2/5p2/2N1P3/8/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 e5c4	Latvian Gambit Accepted: Foltys-Leonhardt Variation	e2e4,e7e5,g1f3,f7f5,f3e5,d8f6,e5c4
C40	Latvian Gambit Accepted: Leonhardt Variation	rnb1kbnr/pppp2pp/5q2/8/2N1p3/2N5/PPPP1PPP/R1BQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 e5c4 f5e4 b1c3	Latvian Gambit Accepted: Leonhardt Variation	e2e4,e7e5,g1f3,f7f5,f3e5,d8f6,e5c4,f5e4,b1c3
C40	Latvian Gambit Accepted: Main Line	rnb1kbnr/pppp2pp/5q2/4Np2/3PP3/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4	Latvian Gambit Accepted: Main Line	e2e4,e7e5,g1f3,f7f5,f3e5,d8f6,d2d4
C40	Latvian Gambit Accepted: Nimzowitsch Attack	rnb1kbnr/ppp3pp/3p1q2/8/3Pp3/4N3/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4 f5e4 c4e3	Latvian Gambit Accepted: Nimzowitsch Attack	e2e4,e7e5,g1f3,f7f5,f3e5,d8f6,d2d4,d7d6,e5c4,f5e4,c4e3
C40	Latvian Gambit: Behting Variation	rnb1kb1N/ppp3pp/5n2/3p4/2B1p3/8/PPPP1PqP/RNBQKR2 w Qq -	e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 d8g5 e5f7 g5g2 h1f1 d7d5 f7h8 g8f6	Latvian Gambit: Behting Variation	e2e4,e7e5,g1f3,f7f5,f1c4,f5e4,f3e5,d8g5,e5f7,g5g2,h1f1,d7d5,f7h8,g8f6
C40	Latvian Gambit: Corkscrew Countergambit	rnbqkb1r/pppp2pp/5n2/4N3/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 g8f6	Latvian Gambit: Corkscrew Countergambit	e2e4,e7e5,g1f3,f7f5,f1c4,f5e4,f3e5,g8f6
C40	Latvian Gambit: Corkscrew Gambit	rnb1kb1N/ppp1q1pp/5n2/3p4/2B1p3/8/PPPP1PPP/RNBQK2R w KQq -	e2e4 e7e5 g1f3 f7f5 f3e5 g8f6 f1c4 f5e4 e5f7 d8e7 f7h8 d7d5	Latvian Gambit: Corkscrew Gambit	e2e4,e7e5,g1f3,f7f5,f3e5,g8f6,f1c4,f5e4,e5f7,d8e7,f7h8,d7d5
C40	Latvian Gambit: Diepstraten Countergambit	rnbqkbnr/pppp2pp/8/4pp2/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 c2c4	Latvian Gambit: Diepstraten Countergambit	e2e4,e7e5,g1f3,f7f5,c2c4
C40	Latvian Gambit: Fraser Defense	r1bqkbnr/pppp2pp/2n5/4Np2/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 b8c6	Latvian Gambit: Fraser Defense	e2e4,e7e5,g1f3,f7f5,f3e5,b8c6
C40	Latvian Gambit: Greco Variation	rnb1kbnr/ppppq1pp/8/4Np2/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 f7f5 f3e5 d8e7	Latvian Gambit: Greco Variation	e2e4,e7e5,g1f3,f7f5,f3e5,d8e7
C40	Latvian Gambit: Lobster Gambit	rnbqkbnr/pppp2pp/8/4pp2/4P1P1/5N2/PPPP1P1P/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 g2g4	Latvian Gambit: Lobster Gambit	e2e4,e7e5,g1f3,f7f5,g2g4
C40	Latvian Gambit: Mason Countergambit	rnbqkbnr/pppp2pp/8/4pp2/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 d2d4	Latvian Gambit: Mason Countergambit	e2e4,e7e5,g1f3,f7f5,d2d4
C40	Latvian Gambit: Mayet Attack	rnbqkbnr/pppp2pp/8/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 f7f5 f1c4	Latvian Gambit: Mayet Attack	e2e4,e7e5,g1f3,f7f5,f1c4
C40	Latvian Gambit: Mayet Attack, Morgado Defense	rnbqkb1r/pppp2pp/5n2/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 f7f5 f1c4 g8f6	Latvian Gambit: Mayet Attack, Morgado Defense	e2e4,e7e5,g1f3,f7f5,f1c4,g8f6
C40	Latvian Gambit: Mayet Attack, Poisoned Pawn Variation	rnb1kbnr/pppp2pp/8/4N3/2BPp3/8/PPP2PqP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 d8g5 d2d4 g5g2	Latvian Gambit: Mayet Attack, Poisoned Pawn Variation	e2e4,e7e5,g1f3,f7f5,f1c4,f5e4,f3e5,d8g5,d2d4,g5g2
C40	Latvian Gambit: Mayet Attack, Polerio-Svedenborg Variation	rnbqkbnr/ppp3pp/8/3pN3/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 d7d5	Latvian Gambit: Mayet Attack, Polerio-Svedenborg Variation	e2e4,e7e5,g1f3,f7f5,f1c4,f5e4,f3e5,d7d5
C40	Latvian Gambit: Mayet Attack, Strautins Gambit	rnbqkbnr/p1pp2pp/8/1p2pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 f7f5 f1c4 b7b5	Latvian Gambit: Mayet Attack, Strautins Gambit	e2e4,e7e5,g1f3,f7f5,f1c4,b7b5
C40	Latvian Gambit: Mlotkowski Variation	rnbqkbnr/pppp2pp/8/4pp2/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 b1c3	Latvian Gambit: Mlotkowski Variation	e2e4,e7e5,g1f3,f7f5,b1c3
C40	Latvian Gambit: Senechaud Gambit	rnbqkbnr/pppp2pp/8/4pp2/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 f7f5 b2b4	Latvian Gambit: Senechaud Gambit	e2e4,e7e5,g1f3,f7f5,b2b4
C41	Philidor Defense	rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6	Philidor Defense 1	e2e4,e7e5,g1f3,d7d6
C41	Philidor Defense	rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4	Philidor Defense 2	e2e4,e7e5,g1f3,d7d6,d2d4
C41	Philidor Defense	rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 d7d6 f1c4	Philidor Defense 3	e2e4,e7e5,g1f3,d7d6,f1c4
C41	Philidor Defense	rnbqk1nr/ppp1bppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 d7d6 f1c4 f8e7	Philidor Defense 4	e2e4,e7e5,g1f3,d7d6,f1c4,f8e7
C41	Philidor Defense: Alapin-Blackburne Gambit	r2qkbnr/pppn1ppp/3p4/4P3/4P1b1/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 c8g4 d4e5 b8d7	Philidor Defense: Alapin-Blackburne Gambit	e2e4,e7e5,g1f3,d7d6,d2d4,c8g4,d4e5,b8d7
C41	Philidor Defense: Berger Variation	r2q1rk1/pp2bppp/2npbn2/2p3B1/4P3/2N2N2/PPP1BPPP/R2QR1K1 b - -	e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 f1e2 e8g8 e1g1 c7c5 d4f3 b8c6 c1g5 c8e6 f1e1	Philidor Defense: Berger Variation	e2e4,e7e5,g1f3,d7d6,d2d4,e5d4,f3d4,g8f6,b1c3,f8e7,f1e2,e8g8,e1g1,c7c5,d4f3,b8c6,c1g5,c8e6,f1e1
C41	Philidor Defense: Bird Gambit	rnbqkbnr/ppp2ppp/3p4/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 c2c3	Philidor Defense: Bird Gambit	e2e4,e7e5,g1f3,d7d6,d2d4,e5d4,c2c3
C41	Philidor Defense: Boden Variation	rn1qkbnr/pppb1ppp/3p4/8/3QP3/5N2/PPP2PPP/RNB1KB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 d1d4 c8d7	Philidor Defense: Boden Variation	e2e4,e7e5,g1f3,d7d6,d2d4,e5d4,d1d4,c8d7
C41	Philidor Defense: Exchange Variation	rnbqkbnr/ppp2ppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 e5d4	Philidor Defense: Exchange Variation 1	e2e4,e7e5,g1f3,d7d6,d2d4,e5d4
C41	Philidor Defense: Exchange Variation	rnbqkbnr/ppp2ppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4	Philidor Defense: Exchange Variation 2	e2e4,e7e5,g1f3,d7d6,d2d4,e5d4,f3d4
C41	Philidor Defense: Exchange Variation	rnbqkb1r/ppp2ppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6	Philidor Defense: Exchange Variation 3	e2e4,e7e5,g1f3,d7d6,d2d4,e5d4,f3d4,g8f6
C41	Philidor Defense: Hanham Variation	r1bqkbnr/pppn1ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 b8d7	Philidor Defense: Hanham Variation	e2e4,e7e5,g1f3,d7d6,d2d4,b8d7
C41	Philidor Defense: Hanham Variation, Delmar Variation	r1bqkbnr/pp1n1ppp/2pp4/4p3/2BPP3/2P2N2/PP3PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 c2c3	Philidor Defense: Hanham Variation, Delmar Variation	e2e4,e7e5,g1f3,d7d6,d2d4,b8d7,f1c4,c7c6,c2c3
C41	Philidor Defense: Hanham Variation, Krause Variation	r1bqkbnr/pp1n1ppp/2pp4/4p3/2BPP3/5N2/PPP2PPP/RNBQ1RK1 b kq -	e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 e1g1	Philidor Defense: Hanham Variation, Krause Variation	e2e4,e7e5,g1f3,d7d6,d2d4,b8d7,f1c4,c7c6,e1g1
C41	Philidor Defense: Hanham Variation, Schlechter Variation	r1bqkbnr/pp1n1ppp/2pp4/4p3/2BPP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 b1c3	Philidor Defense: Hanham Variation, Schlechter Variation	e2e4,e7e5,g1f3,d7d6,d2d4,b8d7,f1c4,c7c6,b1c3
C41	Philidor Defense: Hanham Variation, Sharp Variation	r1bqkbnr/ppp2ppp/1n1p4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 d7b6	Philidor Defense: Hanham Variation, Sharp Variation	e2e4,e7e5,g1f3,d7d6,d2d4,b8d7,f1c4,d7b6
C41	Philidor Defense: Hanham Variation, Steiner Variation	r1bqk1nr/pp1nbppp/2pp4/4P3/2B1P3/5N2/PPP2PPP/RNBQ1RK1 b kq -	e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 e1g1 f8e7 d4e5	Philidor Defense: Hanham Variation, Steiner Variation	e2e4,e7e5,g1f3,d7d6,d2d4,b8d7,f1c4,c7c6,e1g1,f8e7,d4e5
C41	Philidor Defense: Hanham, Berger Variation	r1bq1rk1/pp1nbppp/2p4n/3pp1N1/2BPPP2/2P5/PP4PP/RNBQ1RK1 w - -	e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 f3g5 g8h6 f2f4 f8e7 e1g1 e8g8 c2c3 d6d5	Philidor Defense: Hanham, Berger Variation	e2e4,e7e5,g1f3,d7d6,d2d4,b8d7,f1c4,c7c6,f3g5,g8h6,f2f4,f8e7,e1g1,e8g8,c2c3,d6d5
C41	Philidor Defense: Hanham, Kmoch Variation	r1bqkbnr/pp1n1ppp/2pp4/4p1N1/2BPP3/8/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 f3g5	Philidor Defense: Hanham, Kmoch Variation	e2e4,e7e5,g1f3,d7d6,d2d4,b8d7,f1c4,c7c6,f3g5
C41	Philidor Defense: Larsen Variation	rnbqkbnr/ppp2p1p/3p2p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g7g6	Philidor Defense: Larsen Variation	e2e4,e7e5,g1f3,d7d6,d2d4,e5d4,f3d4,g7g6
C41	Philidor Defense: Lion Variation	r1bqkb1r/pppn1ppp/3p1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7	Philidor Defense: Lion Variation	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,b1c3,b8d7
C41	Philidor Defense: Lion Variation, Bishop Sacrifice	r1bqk2r/pppnbBpp/3p1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQK2R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 c4f7	Philidor Defense: Lion Variation, Bishop Sacrifice	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,b1c3,b8d7,f1c4,f8e7,c4f7
C41	Philidor Defense: Lion Variation, Delayed Bishop Sacrifice	r1bqk2r/pppnbBpp/5n2/4p3/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq -	e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 g1f3 e7e5 f1c4 f8e7 d4e5 d6e5 c4f7	Philidor Defense: Lion Variation, Delayed Bishop Sacrifice	e2e4,d7d6,d2d4,g8f6,b1c3,b8d7,g1f3,e7e5,f1c4,f8e7,d4e5,d6e5,c4f7
C41	Philidor Defense: Lion Variation, Forcing Line	r1bq2k1/pppnbrpp/3pNn2/4p3/3PP3/2N5/PPP2PPP/R1BQK2R b KQ -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 f3g5 e8g8 c4f7 f8f7 g5e6	Philidor Defense: Lion Variation, Forcing Line	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,b1c3,b8d7,f1c4,f8e7,f3g5,e8g8,c4f7,f8f7,g5e6
C41	Philidor Defense: Lion Variation, Lion's Claw	r1bqk2r/pppnbpp1/3p1n1p/4p3/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 h7h6 e1g1 f8e7	Philidor Defense: Lion Variation, Lion's Claw 2	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,b1c3,b8d7,f1c4,h7h6,e1g1,f8e7
C41	Philidor Defense: Lion Variation, Shirov Gambit	r1bqkb1r/pppn1ppp/3p1n2/4p3/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 b1c3 g8f6 g2g4	Philidor Defense: Lion Variation, Shirov Gambit	e2e4,e7e5,g1f3,d7d6,d2d4,b8d7,b1c3,g8f6,g2g4
C41	Philidor Defense: Lion Variation, Sozin Variation	r1bq1rk1/pp1nbppp/2pp1n2/8/P1BpP3/2N2N2/1PP1QPPP/R1B2RK1 w - -	e2e4 d7d6 d2d4 g8f6 b1c3 e7e5 g1f3 b8d7 f1c4 f8e7 e1g1 e8g8 d1e2 c7c6 a2a4 e5d4	Philidor Defense: Lion Variation, Sozin Variation	e2e4,d7d6,d2d4,g8f6,b1c3,e7e5,g1f3,b8d7,f1c4,f8e7,e1g1,e8g8,d1e2,c7c6,a2a4,e5d4
C41	Philidor Defense: Lopez Countergambit	rnbqkbnr/ppp3pp/3p4/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 d7d6 f1c4 f7f5	Philidor Defense: Lopez Countergambit	e2e4,e7e5,g1f3,d7d6,f1c4,f7f5
C41	Philidor Defense: Lopez Countergambit, Jaenisch Variation	rnbqkb1r/ppp3pN/3p3n/5p2/2BpP3/8/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 f1c4 e5d4 f3g5 g8h6 g5h7	Philidor Defense: Lopez Countergambit, Jaenisch Variation	e2e4,e7e5,g1f3,d7d6,d2d4,f7f5,f1c4,e5d4,f3g5,g8h6,g5h7
C41	Philidor Defense: Morphy Gambit	rnbqkbnr/ppp2ppp/3p4/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f1c4	Philidor Defense: Morphy Gambit	e2e4,e7e5,g1f3,d7d6,d2d4,e5d4,f1c4
C41	Philidor Defense: Nimzowitsch Variation	rnbqkb1r/ppp2ppp/3p1n2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6	Philidor Defense: Nimzowitsch Variation 1	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6
C41	Philidor Defense: Nimzowitsch Variation	rnbqkb1r/ppp2ppp/3p1n2/4P3/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 d4e5	Philidor Defense: Nimzowitsch Variation 2	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,d4e5
C41	Philidor Defense: Nimzowitsch Variation, Klein Variation	rnbqkb1r/ppp2ppp/3p1n2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 f1c4	Philidor Defense: Nimzowitsch Variation, Klein Variation	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,f1c4
C41	Philidor Defense: Nimzowitsch Variation, Rellstab Variation	rnbqkb1r/ppp2ppp/3p4/3QP3/4n3/5N2/PPP2PPP/RNB1KB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 d4e5 f6e4 d1d5	Philidor Defense: Nimzowitsch Variation, Rellstab Variation	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,d4e5,f6e4,d1d5
C41	Philidor Defense: Nimzowitsch Variation, Sokolsky Variation	rnbqkb1r/ppp2ppp/3p4/4P3/4n3/5N2/PPPN1PPP/R1BQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 d4e5 f6e4 b1d2	Philidor Defense: Nimzowitsch Variation, Sokolsky Variation	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,d4e5,f6e4,b1d2
C41	Philidor Defense: Nimzowitsch, Larobok Variation	r1bq1rk1/pppnbBpp/3p1n2/4p1N1/3PP3/2N5/PPP2PPP/R1BQK2R b KQ -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 f3g5 e8g8 c4f7	Philidor Defense: Nimzowitsch, Larobok Variation	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,b1c3,b8d7,f1c4,f8e7,f3g5,e8g8,c4f7
C41	Philidor Defense: Nimzowitsch, Locock Variation	rnbqkb1r/ppp2ppp/3p1n2/4p1N1/3PP3/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 f3g5	Philidor Defense: Nimzowitsch, Locock Variation	e2e4,e7e5,g1f3,d7d6,d2d4,g8f6,f3g5
C41	Philidor Defense: Paulsen Attack	rnbqkbnr/ppp2ppp/8/3P4/3N4/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 d6d5 e4d5	Philidor Defense: Paulsen Attack	e2e4,e7e5,g1f3,d7d6,d2d4,e5d4,f3d4,d6d5,e4d5
C41	Philidor Defense: Philidor Countergambit	rnbqkbnr/ppp3pp/3p4/4pp2/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 f7f5	Philidor Defense: Philidor Countergambit	e2e4,e7e5,g1f3,d7d6,d2d4,f7f5
C41	Philidor Defense: Philidor Countergambit, Berger Variation	rnbqk1nr/ppp3pp/4P3/2bp2N1/4p3/2N5/PPP2PPP/R1BQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 d4e5 f5e4 f3g5 d6d5 e5e6 f8c5 b1c3	Philidor Defense: Philidor Countergambit, Berger Variation	e2e4,e7e5,g1f3,d7d6,d2d4,f7f5,d4e5,f5e4,f3g5,d6d5,e5e6,f8c5,b1c3
C41	Philidor Defense: Philidor Countergambit, Zukertort Variation	rnbqkbnr/ppp3pp/3p4/4pp2/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 b1c3	Philidor Defense: Philidor Countergambit, Zukertort Variation	e2e4,e7e5,g1f3,d7d6,d2d4,f7f5,b1c3
C41	Philidor Defense: Philidor Countergambit, del Rio Attack	rnbqkbnr/ppp3pp/4P3/3p2N1/4p3/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 d4e5 f5e4 f3g5 d6d5 e5e6	Philidor Defense: Philidor Countergambit, del Rio Attack	e2e4,e7e5,g1f3,d7d6,d2d4,f7f5,d4e5,f5e4,f3g5,d6d5,e5e6
C41	Philidor Defense: Philidor Gambit	rn1qkbnr/pppb1ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 d7d6 d2d4 c8d7	Philidor Defense: Philidor Gambit	e2e4,e7e5,g1f3,d7d6,d2d4,c8d7
C41	Philidor Defense: Steinitz Variation	rnbqk1nr/ppp1bppp/3p4/4p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 d7d6 f1c4 f8e7 c2c3	Philidor Defense: Steinitz Variation	e2e4,e7e5,g1f3,d7d6,f1c4,f8e7,c2c3
C42	Russian Game	rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 g8f6	Russian Game 1	e2e4,e7e5,g1f3,g8f6
C42	Russian Game	rnbqkb1r/pppp1ppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5	Russian Game 2	e2e4,e7e5,g1f3,g8f6,f3e5
C42	Russian Game	rnbqkb1r/ppp2ppp/3p1n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6	Russian Game 3	e2e4,e7e5,g1f3,g8f6,f3e5,d7d6
C42	Russian Game	rnbqkb1r/ppp2ppp/3p1n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3	Russian Game 4	e2e4,e7e5,g1f3,g8f6,f3e5,d7d6,e5f3
C42	Russian Game	rnbqkb1r/ppp2ppp/3p4/8/4n3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4	Russian Game 5	e2e4,e7e5,g1f3,g8f6,f3e5,d7d6,e5f3,f6e4
C42	Russian Game: Classical Attack	rnbqkb1r/ppp2ppp/3p4/8/3Pn3/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4	Russian Game: Classical Attack	e2e4,e7e5,g1f3,g8f6,f3e5,d7d6,e5f3,f6e4,d2d4
C42	Russian Game: Classical Attack, Berger Variation	r2qk2r/ppp1b1pp/2n5/3p1p2/3Pn1b1/2PB1N2/PP1N1PPP/R1BQR1K1 b kq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 b8c6 f1e1 c8g4 c2c3 f7f5 b1d2	Russian Game: Classical Attack, Berger Variation	e2e4,e7e5,g1f3,g8f6,f3e5,d7d6,e5f3,f6e4,d2d4,d6d5,f1d3,f8e7,e1g1,b8c6,f1e1,c8g4,c2c3,f7f5,b1d2
